#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name              accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#      ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Aga_TWDL7                  -          CPT.aln              -            5.7e-28   95.2  28.5   5.7e-28   95.2  28.5   2.1   1   1   1   2   2   2   1 -
Dgr_Tweedle26              -          CPT.aln              -            1.4e-27   93.9  62.9   2.8e-26   89.6  62.9   2.5   1   1   0   1   1   1   1 -
Aga_TWDL3                  -          CPT.aln              -            1.9e-27   93.5  57.0   1.3e-26   90.7  54.5   2.3   1   1   0   1   1   1   1 -
Dwi_Tweedle8               -          CPT.aln              -            7.3e-27   91.5  27.3   5.3e-26   88.7  27.4   1.9   1   1   0   1   1   1   1 -
Dan_Tweedle14              -          CPT.aln              -              4e-26   89.1  27.9   1.4e-25   87.3  27.9   1.7   1   1   0   1   1   1   1 -
Dan_Tweedle21              -          CPT.aln              -            1.8e-24   83.7   9.3   2.2e-24   83.4   9.3   1.0   1   0   0   1   1   1   1 -
Dmo_Tweedle24              -          CPT.aln              -            4.6e-24   82.3  28.9     4e-23   79.2  28.8   2.4   1   1   0   1   1   1   1 -
Dgr_Tweedle20              -          CPT.aln              -            8.2e-24   81.5  89.3   1.1e-14   51.5  89.2   3.4   1   1   0   1   1   1   1 -
Dmo_Tweedle2               -          CPT.aln              -            1.4e-23   80.7   2.6   1.4e-23   80.7   2.6   1.6   2   0   0   2   2   1   1 -
Dgr_Tweedle1               -          CPT.aln              -            1.7e-23   80.5   1.5   2.5e-23   79.9   0.3   1.8   2   0   0   2   2   2   1 -
Dvi_Tweedle2               -          CPT.aln              -            1.8e-23   80.4  31.8   1.4e-22   77.4  31.8   2.4   1   1   0   1   1   1   1 -
Dme_TweedleW               -          CPT.aln              -              2e-23   80.3   2.3   2.6e-23   79.9   1.6   1.5   1   1   0   1   1   1   1 -
Dsu_TwdlW-like             -          CPT.aln              -            3.1e-23   79.6   2.9   5.2e-23   78.9   2.9   1.5   1   1   0   1   1   1   1 -
Dan_Tweedle10              -          CPT.aln              -            3.1e-23   79.6   3.7   3.1e-23   79.6   3.7   1.8   2   1   0   2   2   1   1 -
Dwi_Tweedle5               -          CPT.aln              -            3.3e-23   79.5   2.2   3.3e-23   79.5   2.2   1.6   1   1   0   1   1   1   1 -
Dwi_Tweedle7               -          CPT.aln              -            4.7e-23   79.0   5.7   1.4e-22   77.5   5.7   1.6   1   1   0   1   1   1   1 -
Dan_Tweedle7               -          CPT.aln              -            5.2e-23   78.9   5.1   6.1e-23   78.6   5.1   1.2   1   0   0   1   1   1   1 -
Dps_Tweedle34              -          CPT.aln              -            1.2e-22   77.7   5.3   1.4e-22   77.4   5.3   1.1   1   0   0   1   1   1   1 -
Dmo_Tweedle9               -          CPT.aln              -            1.4e-22   77.5   9.6   1.4e-21   74.1   6.2   2.6   2   1   0   2   2   2   1 -
Dvi_Tweedle18              -          CPT.aln              -            1.6e-22   77.2   5.4   1.6e-22   77.2   3.0   2.0   2   0   0   2   2   2   1 -
Dme_TweedleZ               -          CPT.aln              -            4.1e-22   75.9   3.2     6e-22   75.4   3.2   1.3   1   0   0   1   1   1   1 -
Dps_Tweedle14              -          CPT.aln              -            4.7e-22   75.7   7.6   8.3e-22   74.9   6.1   2.1   2   1   0   2   2   1   1 -
Dwi_Tweedle21              -          CPT.aln              -              6e-22   75.4  11.7   7.3e-22   75.1  11.7   1.0   1   0   0   1   1   1   1 -
Dme_TweedleM               -          CPT.aln              -              2e-21   73.6  15.3   2.5e-21   73.4  15.3   1.0   1   0   0   1   1   1   1 -
Dgr_Tweedle24              -          CPT.aln              -            2.7e-21   73.2   1.2   2.7e-21   73.2   1.2   1.5   1   1   1   2   2   1   1 -
Dan_Tweedle25              -          CPT.aln              -            4.5e-21   72.5  13.5   5.6e-21   72.2  13.5   1.1   1   0   0   1   1   1   1 -
Dan_Tweedle6               -          CPT.aln              -              7e-21   71.9  14.9   1.6e-17   60.8   0.8   2.3   1   1   1   2   2   2   2 -
Foc_TWDL8                  -          CPT.aln              -            1.8e-20   70.5   6.1   1.8e-20   70.5   6.1   2.0   1   1   1   2   2   2   1 -
Dan_Tweedle26              -          CPT.aln              -            4.3e-20   69.3  10.7   5.5e-20   68.9  10.7   1.1   1   0   0   1   1   1   1 -
Dan_Tweedle27              -          CPT.aln              -            1.4e-19   67.6   3.4   2.5e-19   66.8   3.3   1.4   1   1   0   1   1   1   1 -
Dme_TweedleN               -          CPT.aln              -            1.7e-19   67.3  24.1   2.8e-19   66.6  24.0   1.4   1   1   0   1   1   1   1 -
Dwi_Tweedle27              -          CPT.aln              -            2.2e-19   66.9   3.3     5e-19   65.8   2.9   1.6   1   1   0   1   1   1   1 -
Dps_Tweedle12              -          CPT.aln              -            6.7e-19   65.4   5.1   1.3e-17   61.1   0.8   2.3   2   0   0   2   2   2   1 -
Foc_TWDL9                  -          CPT.aln              -            8.3e-19   65.1   6.9   1.3e-18   64.4   6.9   1.2   1   0   0   1   1   1   1 -
Dps_Tweedle18              -          CPT.aln              -              1e-18   64.7   0.5   1.6e-18   64.1   0.5   1.3   1   0   0   1   1   1   1 -
Dan_Tweedle28              -          CPT.aln              -            1.9e-17   60.6  20.8   2.9e-17   60.0  20.8   1.4   1   1   0   1   1   1   1 -
Dme_TweedleP               -          CPT.aln              -            2.1e-17   60.5   2.7   4.9e-17   59.2   2.5   1.6   1   1   0   1   1   1   1 -
Dan_Tweedle19              -          CPT.aln              -            3.6e-17   59.7   3.8   3.6e-17   59.7   3.8   1.7   1   1   1   2   2   1   1 -
Dme_TweedleR               -          CPT.aln              -            5.4e-17   59.1   4.9   5.4e-17   59.1   4.9   2.2   1   1   1   2   2   1   1 -
Dgr_Tweedle14              -          CPT.aln              -            6.2e-17   58.9   1.4     1e-16   58.2   1.2   1.3   1   1   1   2   2   1   1 -
Dvi_Tweedle16              -          CPT.aln              -            1.2e-16   57.9   0.2   1.7e-16   57.4   0.2   1.2   1   0   0   1   1   1   1 -
Dps_Tweedle23              -          CPT.aln              -            1.3e-16   57.8   3.0   1.7e-15   54.2   0.8   2.1   1   1   1   2   2   2   1 -
Dwi_Tweedle16              -          CPT.aln              -              2e-16   57.2   4.0   3.5e-16   56.4   4.0   1.5   1   1   0   1   1   1   1 -
Dan_Tweedle16              -          CPT.aln              -            4.3e-16   56.1   8.4   8.6e-16   55.1   8.4   1.5   1   1   0   1   1   1   1 -
Dmo_Tweedle12              -          CPT.aln              -              6e-16   55.6   0.1   8.5e-16   55.2   0.1   1.2   1   0   0   1   1   1   1 -
Dmo_Tweedle11              -          CPT.aln              -            6.1e-16   55.6   3.1   9.6e-16   55.0   3.1   1.2   1   0   0   1   1   1   1 -
Dwi_Tweedle20              -          CPT.aln              -              7e-16   55.4   2.4   1.3e-15   54.6   2.4   1.4   1   0   0   1   1   1   1 -
Dmo_Tweedle15              -          CPT.aln              -            7.6e-16   55.3   3.7   1.1e-15   54.8   3.7   1.3   1   0   0   1   1   1   1 -
Dan_Tweedle24              -          CPT.aln              -            7.9e-16   55.3   0.9     1e-15   54.9   0.9   1.2   1   0   0   1   1   1   1 -
Dps_Tweedle22              -          CPT.aln              -              8e-16   55.2  20.5   1.5e-14   51.1  19.9   2.4   1   1   1   2   2   2   2 -
Dps_Tweedle4               -          CPT.aln              -            8.7e-16   55.1   6.8     2e-15   53.9   6.2   1.6   1   1   1   2   2   2   1 -
Dwi_Tweedle22              -          CPT.aln              -            9.2e-16   55.0   1.2   1.4e-15   54.4   1.2   1.3   1   0   0   1   1   1   1 -
Dwi_Tweedle23              -          CPT.aln              -            1.2e-15   54.7   4.0   4.2e-15   52.9   2.3   1.9   1   1   1   2   2   2   1 -
Dme_TweedleQ               -          CPT.aln              -            1.5e-15   54.3   0.7   3.6e-15   53.1   0.6   1.7   1   1   0   1   1   1   1 -
Dgr_Tweedle7               -          CPT.aln              -            1.6e-15   54.2   0.1   2.2e-15   53.8   0.1   1.2   1   0   0   1   1   1   1 -
Dps_Tweedle17              -          CPT.aln              -            2.2e-15   53.8  37.2   1.4e-14   51.2  37.2   2.5   1   1   0   1   1   1   1 -
Dwi_Tweedle15              -          CPT.aln              -            2.5e-15   53.6   0.3     5e-15   52.6   0.3   1.6   1   1   0   1   1   1   1 -
Dan_Tweedle15              -          CPT.aln              -            6.6e-15   52.2   0.1   2.5e-14   50.3   0.2   1.7   1   1   0   1   1   1   1 -
Dgr_Tweedle13              -          CPT.aln              -              9e-15   51.8  19.9   2.8e-14   50.2  19.9   1.7   1   1   0   1   1   1   1 -
Dvi_Tweedle12              -          CPT.aln              -            9.8e-15   51.7   2.9   7.7e-14   48.7   2.8   1.9   1   1   0   1   1   1   1 -
Dps_Tweedle7               -          CPT.aln              -            1.3e-14   51.3   0.7   1.6e-14   51.0   0.7   1.1   1   0   0   1   1   1   1 -
Dme_CG5480                 -          CPT.aln              -            1.3e-14   51.3  28.0   9.3e-14   48.5  28.0   1.9   1   1   0   1   1   1   1 -
Dmo_Tweedle21              -          CPT.aln              -            1.4e-14   51.2   0.4   3.7e-14   49.8   0.3   1.6   1   1   0   1   1   1   1 -
Dsu_TwdlJ-like             -          CPT.aln              -            2.8e-14   50.2   4.7   8.1e-13   45.4   4.7   2.0   1   1   0   1   1   1   1 -
Dwi_Tweedle24              -          CPT.aln              -            3.3e-14   49.9   0.3   4.2e-14   49.6   0.3   1.1   1   0   0   1   1   1   1 -
Dmo_Tweedle17              -          CPT.aln              -            4.1e-14   49.6   0.8   1.3e-13   48.0   0.4   1.7   1   1   1   2   2   2   1 -
Dvi_Tweedle5               -          CPT.aln              -            5.4e-14   49.2   0.1   6.8e-13   45.6   0.0   1.9   1   1   1   2   2   2   1 -
Dmo_Tweedle10              -          CPT.aln              -            6.2e-14   49.0   0.3   2.1e-13   47.3   0.1   1.7   1   1   1   2   2   2   1 -
Dmo_Tweedle18              -          CPT.aln              -            8.2e-14   48.6   0.4     1e-13   48.3   0.4   1.1   1   0   0   1   1   1   1 -
Dvi_Tweedle7               -          CPT.aln              -              9e-14   48.5   0.4   3.7e-13   46.5   0.5   1.8   1   1   0   1   1   1   1 -
Dwi_Tweedle17              -          CPT.aln              -            9.1e-14   48.5   3.0     2e-13   47.4   2.9   1.5   1   1   1   2   2   1   1 -
Dmo_Tweedle16              -          CPT.aln              -            9.9e-14   48.4  21.0   1.6e-13   47.7  21.0   1.5   1   1   0   1   1   1   1 -
Dgr_Tweedle9               -          CPT.aln              -            1.1e-13   48.2   3.2   4.9e-13   46.1   3.1   1.8   1   1   0   1   1   1   1 -
Dvi_Tweedle10              -          CPT.aln              -            1.3e-13   48.0   3.7   3.1e-13   46.7   3.8   1.5   1   1   0   1   1   1   1 -
Dwi_Tweedle13              -          CPT.aln              -            1.3e-13   47.9   0.0   1.8e-13   47.5   0.0   1.2   1   0   0   1   1   1   1 -
Dgr_Tweedle2               -          CPT.aln              -            2.6e-13   47.0   0.1   4.1e-13   46.4   0.1   1.3   1   1   0   1   1   1   1 -
Dme_TweedleJ               -          CPT.aln              -            2.9e-13   46.8   1.3   1.6e-12   44.4   0.6   1.9   1   1   1   2   2   2   1 -
Dgr_Tweedle8               -          CPT.aln              -              3e-13   46.8  41.9   1.2e-12   44.8  41.9   2.6   1   1   0   1   1   1   1 -
Dan_Tweedle23              -          CPT.aln              -            3.1e-13   46.7   1.9   1.5e-12   44.5   0.5   1.9   1   1   1   2   2   2   1 -
Dvi_Tweedle6               -          CPT.aln              -            3.4e-13   46.6   0.0   5.2e-13   46.0   0.0   1.2   1   0   0   1   1   1   1 -
Dps_Tweedle21              -          CPT.aln              -            3.7e-13   46.5   1.2   7.1e-13   45.6   0.7   1.6   1   1   1   2   2   1   1 -
Dmo_Tweedle19              -          CPT.aln              -            4.2e-13   46.3  42.0     3e-10   36.9   0.0   3.3   1   1   2   3   3   3   1 -
Dps_Tweedle8               -          CPT.aln              -            4.2e-13   46.3   3.8   2.5e-12   43.8   3.8   1.9   1   1   0   1   1   1   1 -
Dme_TweedleK               -          CPT.aln              -            5.3e-13   46.0   1.8   3.4e-12   43.3   0.8   1.9   1   1   1   2   2   2   1 -
Dme_TwdlD                  -          CPT.aln              -            5.8e-13   45.8   2.0   5.2e-12   42.7   1.0   2.0   1   1   1   2   2   2   1 -
Dme_TweedleO               -          CPT.aln              -            6.3e-13   45.7   0.1   7.9e-13   45.4   0.1   1.1   1   0   0   1   1   1   1 -
Dgr_Tweedle6               -          CPT.aln              -            6.5e-13   45.7   0.6   6.6e-12   42.4   0.5   1.9   1   1   1   2   2   2   1 -
Dan_Tweedle11              -          CPT.aln              -            7.6e-13   45.5   3.8   2.2e-12   43.9   3.8   1.7   1   1   0   1   1   1   1 -
