protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue	CPR_confident	RR1_score	RR2_score	delta_RR1_minus_RR2	RR_classifier_prediction	RR_classifier_status	final_prediction	final_status
Dan_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dan	Drosophila ananassae	CPR	106.9	2.2e-31	yes	48.2	130.9	-82.7	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dan	Drosophila ananassae	CPR	110.2	2.2e-32	yes	39.4	134.3	-94.9	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dan	Drosophila ananassae	CPR	112.3	5e-33	yes	40.4	133.2	-92.8	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dan	Drosophila ananassae	CPR	30.3	5.8e-08	yes	47.4	23.4	24.0	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dan	Drosophila ananassae	CPR	38.5	1.7e-10	yes	26.8	126.8	-100.0	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dan	Drosophila ananassae	CPR	85.4	8.2e-25	yes	25.7	110.3	-84.6	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dan	Drosophila ananassae	CPR	103.0	3.4e-30	yes	18.8	123.2	-104.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dan	Drosophila ananassae	CPR	114.7	8.9e-34	yes	49.7	135.9	-86.2	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dan	Drosophila ananassae	CPR	97.1	2.2e-28	yes	118.1	38.3	79.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dan	Drosophila ananassae	CPR	59.2	8.6e-17	yes	71.0	27.3	43.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dan	Drosophila ananassae	CPR	115.1	6.9e-34	yes	150.6	38.8	111.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dan	Drosophila ananassae	CPR	86.7	3.4e-25	yes	108.8	39.3	69.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dan	Drosophila ananassae	CPR	75.2	1.1e-21	yes	104.3	18.3	86.0	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dan	Drosophila ananassae	CPR	49.1	1e-13	yes	52.5	23.5	29.0	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dan	Drosophila ananassae	CPR	67.9	1.9e-19	yes	79.8	20.1	59.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dan	Drosophila ananassae	CPR	95.8	5.6e-28	yes	135.5	27.8	107.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dan	Drosophila ananassae	CPR	67.4	2.6e-19	yes	98.3	13.6	84.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dan	Drosophila ananassae	CPR	69.9	4.4e-20	yes	107.2	17.7	89.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dan	Drosophila ananassae	CPR	72.0	1e-20	yes	102.7	16.1	86.6	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dan	Drosophila ananassae	CPR	81.2	1.6e-23	yes	116.4	17.6	98.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dan	Drosophila ananassae	CPR	80.3	3.1e-23	yes	113.9	16.3	97.6	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dan	Drosophila ananassae	CPR	71.8	1.2e-20	yes	6.5	92.9	-86.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dan	Drosophila ananassae	CPR	116.9	1.9e-34	yes	172.2	22.7	149.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_3	CPR_Uncharacterized_3	Dan	Drosophila ananassae	CPR	62.3	9.3e-18	yes	86.7	17.1	69.6	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dan	Drosophila ananassae	CPR	73.1	4.6e-21	yes	110.5	18.6	91.9	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dan	Drosophila ananassae	CPR	70.2	3.8e-20	yes	108.7	18.0	90.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dan	Drosophila ananassae	CPR	76.2	5.2e-22	yes	86.4	42.6	43.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dan	Drosophila ananassae	CPR	113.1	2.9e-33	yes	150.6	30.0	120.6	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dan	Drosophila ananassae	CPR	111.0	1.3e-32	yes	141.7	59.2	82.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dan	Drosophila ananassae	CPR	93.3	3.2e-27	yes	121.0	27.3	93.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dan	Drosophila ananassae	CPR	103.9	1.8e-30	yes	141.2	41.8	99.4	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dan	Drosophila ananassae	CPR	83.7	2.7e-24	yes	113.9	26.8	87.1	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dan	Drosophila ananassae	CPR	76.5	4.4e-22	yes	114.0	13.7	100.3	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dan	Drosophila ananassae	CPR	81.5	1.3e-23	yes	93.4	43.6	49.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dan	Drosophila ananassae	CPR	57.1	3.7e-16	yes	21.1	93.7	-72.6	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dan	Drosophila ananassae	CPR	119.5	3.1e-35	yes	46.2	148.1	-101.9	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dan	Drosophila ananassae	CPR	113.9	1.6e-33	yes	37.5	140.8	-103.3	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dan	Drosophila ananassae	CPR	39.1	1.2e-10	yes	12.7	55.8	-43.1	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dan	Drosophila ananassae	CPR	84.2	1.9e-24	yes	122.6	35.9	86.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dan	Drosophila ananassae	CPR	98.5	7.9e-29	yes	46.0	112.4	-66.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dan	Drosophila ananassae	CPR	93.8	2.2e-27	yes	140.0	23.7	116.3	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dan	Drosophila ananassae	CPR	93.9	2e-27	yes	134.9	22.2	112.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dan	Drosophila ananassae	CPR	81.5	1.3e-23	yes	108.5	40.9	67.6	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dan	Drosophila ananassae	CPR	79.8	4.1e-23	yes	25.3	115.7	-90.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dan	Drosophila ananassae	CPR	88.6	8.5e-26	yes	34.1	119.2	-85.1	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dan	Drosophila ananassae	CPR	52.3	1.1e-14	yes	48.0	23.3	24.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dan	Drosophila ananassae	CPR	76.0	6e-22	yes	39.8	92.6	-52.8	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dan	Drosophila ananassae	CPR	73.1	4.8e-21	yes	34.8	102.9	-68.1	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dan	Drosophila ananassae	CPR	54.6	2.2e-15	yes	77.5	0.0	77.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dan	Drosophila ananassae	CPR	60.8	2.8e-17	yes	97.4	0.0	97.4	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dan	Drosophila ananassae	CPR	87.1	2.5e-25	yes	109.2	22.5	86.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dan	Drosophila ananassae	CPR	93.9	2.1e-27	yes	131.9	23.2	108.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dan	Drosophila ananassae	CPR	114.2	1.3e-33	yes	49.6	143.6	-94.0	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dan	Drosophila ananassae	CPR	102.3	5.4e-30	yes	30.7	134.9	-104.2	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dan	Drosophila ananassae	CPR	113.0	2.9e-33	yes	39.7	144.4	-104.7	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dan	Drosophila ananassae	CPR	110.0	2.5e-32	yes	42.7	126.2	-83.5	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dan	Drosophila ananassae	CPR	90.5	2.2e-26	yes	30.3	106.9	-76.6	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dan	Drosophila ananassae	CPR	99.5	3.9e-29	yes	40.9	123.5	-82.6	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dan	Drosophila ananassae	CPR	63.5	4.1e-18	yes	37.3	118.9	-81.6	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dan	Drosophila ananassae	CPR	86.8	3e-25	yes	128.6	23.7	104.9	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dan	Drosophila ananassae	CPR	88.4	1e-25	yes	130.8	26.2	104.6	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dan	Drosophila ananassae	CPR	96.5	3.3e-28	yes	140.3	20.8	119.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dan	Drosophila ananassae	CPR	95.4	7.2e-28	yes	34.7	125.2	-90.5	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dan	Drosophila ananassae	CPR	98.4	8.6e-29	yes	45.3	130.7	-85.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dan	Drosophila ananassae	CPR	55.5	1.1e-15	yes	152.6	25.4	127.2	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dan	Drosophila ananassae	CPR	103.1	3.3e-30	yes	36.2	124.7	-88.5	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dan	Drosophila ananassae	CPR	95.6	6.1e-28	yes	124.4	37.2	87.2	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dan	Drosophila ananassae	CPR	89.9	3.5e-26	yes	121.1	19.3	101.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dan	Drosophila ananassae	CPR	105.4	6.2e-31	yes	138.1	33.6	104.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dan	Drosophila ananassae	CPR	106.5	2.9e-31	yes	140.9	37.7	103.2	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dan	Drosophila ananassae	CPR	113.0	3.1e-33	yes	139.7	42.8	96.9	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dan	Drosophila ananassae	CPR	99.2	4.8e-29	yes	124.7	24.7	100.0	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dan	Drosophila ananassae	CPR	99.2	4.8e-29	yes	124.7	24.7	100.0	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dan	Drosophila ananassae	CPR	85.4	8.1e-25	yes	116.5	18.8	97.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dan	Drosophila ananassae	CPR	118.5	6.1e-35	yes	147.6	41.9	105.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dan	Drosophila ananassae	CPR	112.6	4e-33	yes	137.0	35.1	101.9	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dan	Drosophila ananassae	CPR	64.8	1.6e-18	yes	18.8	105.8	-87.0	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dan	Drosophila ananassae	CPR	88.1	1.2e-25	yes	121.9	21.5	100.4	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dan	Drosophila ananassae	CPR	104.7	1e-30	yes	135.9	36.2	99.7	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_92	CPR_Uncharacterized_92	Dan	Drosophila ananassae	CPR	112.2	5.4e-33	yes	138.0	40.2	97.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dan	Drosophila ananassae	CPR	99.7	3.4e-29	yes	124.8	36.3	88.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dan	Drosophila ananassae	CPR	110.4	1.8e-32	yes	146.1	35.0	111.1	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dan	Drosophila ananassae	CPR	82.0	9.2e-24	yes	97.5	29.6	67.9	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dan	Drosophila ananassae	CPR	118.8	5.1e-35	yes	146.9	42.1	104.8	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dan_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dan	Drosophila ananassae	CPR	109.7	3e-32	yes	49.2	127.8	-78.6	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dan	Drosophila ananassae	CPR	109.8	2.8e-32	yes	49.8	129.2	-79.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dan	Drosophila ananassae	CPR	82.7	5.4e-24	yes	37.0	102.4	-65.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dan_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dan	Drosophila ananassae	CPR	81.8	1e-23	yes	113.5	27.2	86.3	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dgr	Drosophila grimshawi	CPR	110.2	2.1e-32	yes	49.0	137.9	-88.9	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_102	CPR_Uncharacterized_102	Dgr	Drosophila grimshawi	CPR	67.2	3.1e-19	yes	90.5	18.0	72.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dgr	Drosophila grimshawi	CPR	67.2	3.1e-19	yes	98.4	18.4	80.0	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dgr	Drosophila grimshawi	CPR	92.0	7.7e-27	yes	103.5	31.3	72.2	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dgr	Drosophila grimshawi	CPR	83.4	3.4e-24	yes	109.7	32.2	77.5	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dgr	Drosophila grimshawi	CPR	73.7	3e-21	yes	101.6	25.4	76.2	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dgr	Drosophila grimshawi	CPR	87.8	1.6e-25	yes	24.7	107.2	-82.5	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_109	CPR_Uncharacterized_109	Dgr	Drosophila grimshawi	CPR	99.3	4.7e-29	yes	39.9	124.4	-84.5	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dgr	Drosophila grimshawi	CPR	109.3	4e-32	yes	52.4	139.9	-87.5	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_110	CPR_Uncharacterized_110	Dgr	Drosophila grimshawi	CPR	79.7	4.7e-23	yes	28.8	106.0	-77.2	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dgr	Drosophila grimshawi	CPR	95.3	7.6e-28	yes	46.4	113.1	-66.7	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_119	CPR_Uncharacterized_119	Dgr	Drosophila grimshawi	CPR	106.1	3.7e-31	yes	45.4	134.1	-88.7	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dgr	Drosophila grimshawi	CPR	116.0	3.6e-34	yes	54.1	130.1	-76.0	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_120	CPR_Uncharacterized_120	Dgr	Drosophila grimshawi	CPR	79.1	7.2e-23	yes	41.3	95.7	-54.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dgr	Drosophila grimshawi	CPR	51.5	2e-14	yes	61.1	24.8	36.3	CPR RR-1	subclassified_from_CPR	CPR RR-1	subclassified_from_CPR
Dgr_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dgr	Drosophila grimshawi	CPR	65.8	8.1e-19	yes	12.2	105.0	-92.8	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dgr	Drosophila grimshawi	CPR	108.7	6e-32	yes	46.5	131.4	-84.9	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
Dgr_CPR_Uncharacterized_133	CPR_Uncharacterized_133	Dgr	Drosophila grimshawi	CPR	49.9	6e-14	yes	41.8	105.2	-63.4	CPR RR-2	subclassified_from_CPR	CPR RR-2	subclassified_from_CPR
