protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue	CPR_confident	RR1_score	RR2_score	delta_RR1_minus_RR2	RR_classifier_prediction	RR_classifier_status	final_prediction	final_status
Aga_CPFL6	CPFL6	Aga	Anopheles gambiae	CPFL	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPFL7	CPFL7	Aga	Anopheles gambiae	CPFL	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLC#	CPLCG4	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLC8	CPLCG3	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCA1	CPLCA1	Aga	Anopheles gambiae	CPLCA	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCA2	CPLCA2	Aga	Anopheles gambiae	CPLCA	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCA3	CPLCA3	Aga	Anopheles gambiae	CPLCA	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG1	CPLCG1	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG10	CPLCG10	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG11	CPLCG11	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG12	CPLCG12	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG13	CPLCG13	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG14	CPLCG14	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG15	CPLCG15	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG16	CPLCG16	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG17	CPLCG17	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG18	CPLCG18	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG19	CPLCG19	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG2	CPLCG2	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG20	CPLCG20	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG21	CPLCG21	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG22	CPLCG22	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG23	CPLCG23	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG24	CPLCG24	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG25	CPLCG25	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG26	CPLCG26	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG27	CPLCG27	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG3	CPLCG3	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG4	CPLCG4	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG5	CPLCG5	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG6	CPLCG6	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG7	CPLCG7	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG8	CPLCG8	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCG9	CPLCG9	Aga	Anopheles gambiae	CPLCG	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP1	CPLCP1	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP10	CPLCP10	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP11	CPLCP11	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP12	CPLCP12	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP13	CPLCP13	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP14	CPLCP14	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP15	CPLCP15	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP16	CPLCP16	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP17	CPLCP17	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP18	CPLCP18	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP19	CPLCP19	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP2	CPLCP2	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP20	CPLCP20	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP21	CPLCP21	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP22	CPLCP22	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP23	CPLCP23	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP24	CPLCP24	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP25	CPLCP25	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP26	CPLCP26	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP27	CPLCP27	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP28	CPLCP28	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP3	CPLCP3	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP4	CPLCP4	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP5	CPLCP5	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP6	CPLCP6	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP7	CPLCP7	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP8	CPLCP8	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCP9	CPLCP9	Aga	Anopheles gambiae	CPLCP	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW1	CPLCW1	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW2	CPLCW2	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW4	CPLCW4	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW5	CPLCW5	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW7	CPLCW7	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW8	CPLCW8	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCW9	CPLCW9	Aga	Anopheles gambiae	CPLCW	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCX1	CPLCX1	Aga	Anopheles gambiae	NULL	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCX2	CPLCX2	Aga	Anopheles gambiae	NULL	0.0		no	7.9	0.0	7.9	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPLCX3	CPLCX3	Aga	Anopheles gambiae	NULL	0.0		no	0.0	0.0	0.0	no_confident_RR_hit	no_confident_hit	not_confident_CPR	not_confident_CPR
Aga_CPR1	CPR1	Aga	Anopheles gambiae	CPR RR-2	115.4	5.4e-34	yes	43.9	147.6	-103.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR10	CPR10	Aga	Anopheles gambiae	CPR RR-2	85.9	6e-25	yes	37.3	112.4	-75.1	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR100	CPR100	Aga	Anopheles gambiae	CPR RR-2	109.6	3.3e-32	yes	42.8	126.1	-83.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR101	CPR101	Aga	Anopheles gambiae	CPR RR-1	99.3	4.5e-29	yes	42.0	124.7	-82.7	CPR RR-2	conflict	CPR RR-2	CPR_RR_conflict_review
Aga_CPR102	CPR102	Aga	Anopheles gambiae	CPR RR-1	72.0	9.9e-21	yes	86.7	36.0	50.7	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR103	CPR103	Aga	Anopheles gambiae	CPR RR-1	66.1	6.3e-19	yes	86.6	31.3	55.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR104	CPR104	Aga	Anopheles gambiae	CPR RR-1	78.6	1e-22	yes	90.0	38.1	51.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR105	CPR105	Aga	Anopheles gambiae	CPR RR-1	82.2	7.8e-24	yes	98.0	47.9	50.1	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR106	CPR106	Aga	Anopheles gambiae	CPR RR-1	95.8	5.5e-28	yes	131.3	41.0	90.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR107	CPR107	Aga	Anopheles gambiae	CPR RR-2	104.6	1.1e-30	yes	47.8	137.7	-89.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR108	CPR108	Aga	Anopheles gambiae	CPR RR-2	107.1	1.9e-31	yes	41.2	129.2	-88.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR109	CPR109	Aga	Anopheles gambiae	CPR RR-2	109.9	2.6e-32	yes	43.2	126.5	-83.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR11	CPR11	Aga	Anopheles gambiae	CPR RR-1	90.8	1.9e-26	yes	129.8	29.9	99.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR110	CPR110	Aga	Anopheles gambiae	CPR RR-2	113.9	1.6e-33	yes	44.8	131.6	-86.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR111	CPR111	Aga	Anopheles gambiae	CPR RR-2	18.1	0.00031	no	48.6	20.4	28.2	CPR RR-1	conflict	not_confident_CPR	not_confident_CPR
Aga_CPR112	CPR112	Aga	Anopheles gambiae	CPR RR-2	35.8	1.2e-09	yes	28.2	21.9	6.3	CPR RR ambiguous	ambiguous	CPR_RR_ambiguous	CPR_RR_ambiguous
Aga_CPR113	CPR113	Aga	Anopheles gambiae	CPR RR-2	62.9	6.1e-18	yes	110.7	16.9	93.8	CPR RR-1	conflict	CPR RR-1	CPR_RR_conflict_review
Aga_CPR114	CPR114	Aga	Anopheles gambiae	CPR RR-2	103.5	2.4e-30	yes	54.7	126.4	-71.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR115	CPR115	Aga	Anopheles gambiae	CPR RR-2	102.1	6.5e-30	yes	42.9	138.1	-95.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR116	CPR116	Aga	Anopheles gambiae	CPR RR-2	106.5	3e-31	yes	44.3	125.7	-81.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR117	CPR117	Aga	Anopheles gambiae	CPR RR-2	108.8	5.7e-32	yes	49.2	139.9	-90.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR118	CPR118	Aga	Anopheles gambiae	CPR RR-2	103.4	2.6e-30	yes	43.0	138.3	-95.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR119	CPR119	Aga	Anopheles gambiae	CPR RR-2	103.4	2.6e-30	yes	43.0	138.3	-95.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR12	CPR12	Aga	Anopheles gambiae	CPR RR-1	101.3	1.2e-29	yes	151.8	32.6	119.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR120	CPR120	Aga	Anopheles gambiae	CPR RR-2	105.1	7.8e-31	yes	44.5	139.5	-95.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR121	CPR121	Aga	Anopheles gambiae	CPR RR-2	103.2	3.1e-30	yes	43.2	137.7	-94.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR122	CPR122	Aga	Anopheles gambiae	CPR RR-2	107.7	1.2e-31	yes	47.2	135.0	-87.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR123	CPR123	Aga	Anopheles gambiae	CPR RR-2	109.7	3.2e-32	yes	50.1	139.1	-89.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR124	CPR124	Aga	Anopheles gambiae	CPR RR-2	57.4	3e-16	yes	19.4	103.2	-83.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Aga_CPR125	CPR125	Aga	Anopheles gambiae	CPR RR-1	40.4	4.6e-11	yes	91.2	21.5	69.7	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Aga_CPR126	CPR126	Aga	Anopheles gambiae	CPR RR-1	57.3	3.1e-16	yes	62.0	20.5	41.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
